,cnt,casual,registered
104,-0.6530936416138633,-0.6018902775552895,-0.5866045276554785
105,-0.7027111460356618,-0.5207626528768479,-0.6724940170290407
106,-0.7027111460356618,-0.581608371385679,-0.6526733656351417
107,-0.5538586327702665,-0.6424540898945102,-0.4544668516961524
108,0.0029600279632493384,-0.6424540898945102,0.21282841189844495
109,-0.11281414902094701,-0.6627359960641206,0.08069073593911874
110,-0.31679722275500727,-0.6221721837248998,-0.17697773218156737
111,-0.5538586327702665,-0.581608371385679,-0.4742875030900513
112,-0.807459210926125,-0.6627359960641206,-0.7517766226046364
113,-0.8129722669729916,-0.7032998084033414,-0.74516973880667
114,-0.9397725560509209,-0.7032998084033414,-0.8971280661598952
115,-0.9838770044258529,-0.7235817145729518,-0.9433762527456594
116,-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
117,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
118,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
119,-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
120,-0.8460506032541906,-0.7235817145729518,-0.7782041577965016
121,-0.5207802964890674,-0.7235817145729518,-0.3883980137164893
122,0.16283865332237762,-0.6627359960641206,0.4110349258374343
123,-0.37192778322367215,-0.6018902775552895,-0.24965345395919677
124,-0.7964330988323921,-0.6627359960641206,-0.7385628550087038
125,-0.7192503141762612,-0.683017902233731,-0.639459598039209
126,-0.581423913004599,-0.6018902775552895,-0.5007150382819165
127,-0.6751458658013293,-0.480198840537627,-0.6526733656351417
128,-0.6586066976607298,-0.5004807467072374,-0.6262458304432764
129,-0.7027111460356618,-0.5613264652160687,-0.659280249433108
130,-0.5703978009108659,-0.480198840537627,-0.5271425734737818
131,-0.09627498088034753,-0.5410445590464582,0.06087008454521981
132,-0.14589248530214596,-0.6221721837248998,0.027835665555388262
133,-0.4270583436923371,-0.6627359960641206,-0.29590164054496093
134,-0.6641197537075962,-0.6627359960641206,-0.5799976438575123
135,-0.7798939306917927,-0.7235817145729518,-0.6989215522209059
136,-0.7578417065043267,-0.7032998084033414,-0.6791009008270069
137,-0.9177203318634549,-0.6424540898945102,-0.8905211823619289
138,-0.950798668144654,-0.6424540898945102,-0.9301624851497268
139,-1.0059292286133188,-0.683017902233731,-0.9830175555334573
140,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
141,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
142,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
143,-0.8570767153479235,-0.5613264652160687,-0.8442729957761647
144,-0.581423913004599,-0.5613264652160687,-0.5139288058778492
145,0.11322114890057919,-0.31794359118074383,0.2392559470903102
146,-0.30577111066127427,-0.5410445590464582,-0.19019149977749997
147,-0.6971980899887953,-0.3990712158591854,-0.7055284360188722
148,-0.6751458658013293,-0.33822549735035423,-0.6989215522209059
149,-0.7192503141762612,-0.5410445590464582,-0.6857077846249733
150,-0.6420675295201304,-0.5410445590464582,-0.5932114114534449
151,-0.7688678185980596,-0.581608371385679,-0.7319559712107374
152,-0.6475805855669968,-0.5410445590464582,-0.5998182952514112
153,-0.5648847448639994,-0.6221721837248998,-0.4742875030900513
154,-0.01357914017735014,-0.5410445590464582,0.15997334151471446
155,-0.3664147271768057,-0.581608371385679,-0.24965345395919677
156,-0.5207802964890674,-0.6627359960641206,-0.40821866511038823
157,-0.7633547625511932,-0.7032998084033414,-0.6857077846249733
158,-0.829511435113591,-0.7235817145729518,-0.7583835064026027
159,-0.8460506032541906,-0.683017902233731,-0.7914179253924343
160,-0.9618247802383869,-0.7032998084033414,-0.9235556013517604
161,-0.906694219769722,-0.7032998084033414,-0.8574867633720973
162,-0.9563117241915204,-0.7032998084033414,-0.9169487175537941
163,-0.9563117241915204,-0.6627359960641206,-0.9301624851497268
164,-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
165,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
166,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
167,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
168,-0.9949031165195859,-0.7032998084033414,-0.9631969041395583
169,-0.9618247802383869,-0.7235817145729518,-0.9169487175537941
170,-0.9342595000040544,-0.7235817145729518,-0.8839142985639625
171,-0.7082242020825282,-0.6221721837248998,-0.6460664818371754
172,-0.7027111460356618,-0.683017902233731,-0.6196389466453102
173,-0.504241128348468,-0.5613264652160687,-0.42143243270632086
174,-0.482188904161002,-0.581608371385679,-0.3883980137164893
175,-0.5207802964890674,-0.480198840537627,-0.467680619292085
176,-0.6365544734732638,-0.6221721837248998,-0.5601769924636134
177,-0.6255283613795308,-0.5613264652160687,-0.5667838762615797
178,-0.6641197537075962,-0.6221721837248998,-0.5932114114534449
179,-0.7413025383637272,-0.6627359960641206,-0.6724940170290407
180,-0.8791289395353895,-0.6424540898945102,-0.8442729957761647
181,-0.8901550516291225,-0.7235817145729518,-0.831059228180232
182,-0.8405375472073241,-0.683017902233731,-0.7848110415944679
183,-0.8570767153479235,-0.7032998084033414,-0.7980248091904005
184,-0.9232333879103215,-0.7235817145729518,-0.8707005309680299
185,-0.906694219769722,-0.7032998084033414,-0.8574867633720973
186,-0.9783639483789863,-0.7235817145729518,-0.936769368947693
187,-0.9838770044258529,-0.7235817145729518,-0.9433762527456594
188,-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
189,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
190,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
191,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
192,-1.0114422846601854,-0.7032998084033414,-0.9830175555334573
193,-0.9893900604727194,-0.7235817145729518,-0.9499831365436257
194,-0.9397725560509209,-0.7235817145729518,-0.8905211823619289
195,-0.7743808746449261,-0.7235817145729518,-0.6923146684229395
196,-0.7743808746449261,-0.683017902233731,-0.7055284360188722
197,-0.5869369690514654,-0.6424540898945102,-0.49410815448395023
198,-0.6310414174263973,-0.6018902775552895,-0.5601769924636134
199,-0.6475805855669968,-0.5613264652160687,-0.5932114114534449
200,-0.5924500250983319,-0.6221721837248998,-0.5073219220798829
201,-0.537319464629667,-0.4599169343680166,-0.49410815448395023
202,-0.7027111460356618,-0.6627359960641206,-0.6262458304432764
203,-0.7798939306917927,-0.6424540898945102,-0.7253490874127712
204,-0.8184853230198581,-0.7032998084033414,-0.7517766226046364
205,-0.8350244911604575,-0.7235817145729518,-0.764990390200569
206,-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
207,-0.9618247802383869,-0.6221721837248998,-0.9499831365436257
208,-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
209,-1.0169553407070517,-0.683017902233731,-0.9962313231293899
210,-1.0390075648945178,-0.7032998084033414,-1.0160519745232888
211,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
212,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
213,-1.027981452800785,-0.7032998084033414,-1.0028382069273563
214,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
215,-0.873615883488523,-0.7235817145729518,-0.8112385767863332
216,-0.6200153053326644,-0.683017902233731,-0.5205356896758155
217,-0.008066084130483648,-0.6424540898945102,0.19961464430251233
218,-0.526293352535934,-0.683017902233731,-0.40821866511038823
219,-0.873615883488523,-0.7235817145729518,-0.8112385767863332
220,-0.8791289395353895,-0.683017902233731,-0.831059228180232
221,-0.7578417065043267,-0.6221721837248998,-0.7055284360188722
222,-0.7468155944105936,-0.6424540898945102,-0.6857077846249733
223,-0.7854069867386592,-0.7235817145729518,-0.7055284360188722
224,-0.7964330988323921,-0.683017902233731,-0.7319559712107374
225,-0.6365544734732638,-0.6424540898945102,-0.553570108665647
226,-0.06319664459914857,-0.6424540898945102,0.13354580632284924
227,-0.1899969336770779,-0.7032998084033414,0.0014081303635230219
228,-0.5207802964890674,-0.6627359960641206,-0.40821866511038823
229,-0.6365544734732638,-0.7032998084033414,-0.5337494572717482
230,-0.8350244911604575,-0.7032998084033414,-0.7715972739985353
231,-0.9122072758165884,-0.683017902233731,-0.8707005309680299
232,-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
233,-0.9783639483789863,-0.683017902233731,-0.9499831365436257
234,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
235,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
236,-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
237,-0.895668107675989,-0.7235817145729518,-0.8376661119781984
238,-0.4987280723016015,-0.683017902233731,-0.3751842461205567
239,0.15181254122864465,-0.6627359960641206,0.39782115824150166
240,-0.3278233348487402,-0.6627359960641206,-0.17697773218156737
241,-0.7468155944105936,-0.6627359960641206,-0.6791009008270069
242,-0.851563659301057,-0.6424540898945102,-0.8112385767863332
243,-0.7302764262699942,-0.683017902233731,-0.6526733656351417
244,-0.7578417065043267,-0.6018902775552895,-0.7121353198168385
245,-0.6971980899887953,-0.6627359960641206,-0.6196389466453102
246,-0.7854069867386592,-0.683017902233731,-0.7187422036148048
247,-0.6255283613795308,-0.6424540898945102,-0.5403563410697144
248,-0.29474499856754127,-0.6018902775552895,-0.15715708078766844
249,-0.5207802964890674,-0.7032998084033414,-0.3950048975144556
250,-0.7633547625511932,-0.7235817145729518,-0.6791009008270069
251,-0.8681028274416566,-0.7235817145729518,-0.8046316929883668
252,-0.9342595000040544,-0.7235817145729518,-0.8839142985639625
253,-0.884641995582256,-0.7032998084033414,-0.831059228180232
254,-0.9397725560509209,-0.7032998084033414,-0.8971280661598952
255,-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
256,-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
257,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
258,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
259,-0.9563117241915204,-0.7235817145729518,-0.9103418337558278
260,-0.7468155944105936,-0.7235817145729518,-0.659280249433108
261,-0.3388494469424732,-0.6627359960641206,-0.19019149977749997
262,-0.5979630811451984,-0.6627359960641206,-0.5007150382819165
263,-0.829511435113591,-0.7235817145729518,-0.7583835064026027
264,-0.851563659301057,-0.6627359960641206,-0.8046316929883668
265,-0.7413025383637272,-0.6627359960641206,-0.6724940170290407
266,-0.7743808746449261,-0.7235817145729518,-0.6923146684229395
267,-0.8019461548792586,-0.7235817145729518,-0.7253490874127712
268,-0.7743808746449261,-0.7032998084033414,-0.6989215522209059
269,-0.6696328097544628,-0.6221721837248998,-0.5998182952514112
270,-0.2782058304269418,-0.7235817145729518,-0.09769512660597163
271,-0.2892319425206748,-0.683017902233731,-0.12412266179783688
272,-0.5869369690514654,-0.7032998084033414,-0.4742875030900513
273,-0.7357894823168607,-0.683017902233731,-0.659280249433108
274,-0.7302764262699942,-0.7235817145729518,-0.639459598039209
275,-0.86258977139479,-0.7032998084033414,-0.8046316929883668
276,-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
277,-1.0059292286133188,-0.7032998084033414,-0.9764106717354909
278,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
279,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
280,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
281,-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
282,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
283,-0.8901550516291225,-0.7235817145729518,-0.831059228180232
284,-0.6475805855669968,-0.7235817145729518,-0.5403563410697144
285,0.06911670052564725,-0.6221721837248998,0.28550413367607436
286,-0.2782058304269418,-0.683017902233731,-0.11090889420190425
287,-0.8350244911604575,-0.683017902233731,-0.7782041577965016
288,-0.8405375472073241,-0.6424540898945102,-0.7980248091904005
289,-0.7578417065043267,-0.6627359960641206,-0.6923146684229395
290,-0.5869369690514654,-0.683017902233731,-0.4808943868880176
291,-0.8129722669729916,-0.6627359960641206,-0.7583835064026027
292,-0.7137372581293947,-0.6221721837248998,-0.6526733656351417
293,-0.6145022492857979,-0.683017902233731,-0.5139288058778492
294,-0.15140554134901246,-0.6424540898945102,0.027835665555388262
295,-0.25064055019260933,-0.6627359960641206,-0.08448135901003902
296,-0.4987280723016015,-0.7032998084033414,-0.36857736232259036
297,-0.6916850339419287,-0.7235817145729518,-0.5932114114534449
298,-0.8239983790667246,-0.7235817145729518,-0.7517766226046364
299,-0.8791289395353895,-0.7235817145729518,-0.8178454605842994
300,-0.9618247802383869,-0.7032998084033414,-0.9235556013517604
301,-0.9673378362852534,-0.7235817145729518,-0.9235556013517604
302,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
303,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
304,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
305,-1.0004161725664524,-0.7235817145729518,-0.9631969041395583
306,-0.950798668144654,-0.7235817145729518,-0.9037349499578615
307,-0.6586066976607298,-0.7235817145729518,-0.553570108665647
308,-0.17345776553647843,-0.683017902233731,0.014621897959455642
309,-0.3994930634580046,-0.7235817145729518,-0.24304657016123046
310,-0.8019461548792586,-0.6424540898945102,-0.7517766226046364
311,-0.7523286504574602,-0.6018902775552895,-0.7055284360188722
312,-0.7082242020825282,-0.683017902233731,-0.6262458304432764
313,-0.6200153053326644,-0.6424540898945102,-0.5337494572717482
314,-0.6916850339419287,-0.6221721837248998,-0.6262458304432764
315,-0.6696328097544628,-0.5410445590464582,-0.6262458304432764
316,-0.5483455767233999,-0.6627359960641206,-0.4412530841002198
317,-0.16794470948961193,-0.6424540898945102,0.008015014161489331
318,-0.2782058304269418,-0.6221721837248998,-0.1307295455958032
319,-0.537319464629667,-0.6627359960641206,-0.42803931650428717
320,-0.6696328097544628,-0.7235817145729518,-0.5667838762615797
321,-0.7578417065043267,-0.6424540898945102,-0.6989215522209059
322,-0.8460506032541906,-0.683017902233731,-0.7914179253924343
323,-0.895668107675989,-0.7032998084033414,-0.8442729957761647
324,-0.8901550516291225,-0.6627359960641206,-0.850879879574131
325,-0.9342595000040544,-0.683017902233731,-0.8971280661598952
326,-0.9783639483789863,-0.7235817145729518,-0.936769368947693
327,-1.0004161725664524,-0.7032998084033414,-0.9698037879375246
328,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
329,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
330,-1.027981452800785,-0.7032998084033414,-1.0028382069273563
331,-0.9893900604727194,-0.7032998084033414,-0.956590020341592
332,-0.9177203318634549,-0.7032998084033414,-0.8707005309680299
333,-0.86258977139479,-0.683017902233731,-0.8112385767863332
334,-0.7192503141762612,-0.683017902233731,-0.639459598039209
335,-0.6475805855669968,-0.35850740351996463,-0.659280249433108
336,-0.5538586327702665,-0.4193531220287958,-0.5271425734737818
337,-0.48770196020786855,-0.29766168501113344,-0.4875012706859839
338,-0.39398000741113814,-0.19625215416308145,-0.40821866511038823
339,-0.33333639089560674,-0.29766168501113344,-0.30250852434292724
340,-0.3388494469424732,-0.05427881097580867,-0.3883980137164893
341,-0.5869369690514654,-0.13540643565425026,-0.659280249433108
342,-0.581423913004599,-0.4193531220287958,-0.5601769924636134
343,-0.6365544734732638,-0.4396350281984062,-0.6196389466453102
344,-0.8184853230198581,-0.6018902775552895,-0.7848110415944679
345,-0.7302764262699942,-0.6018902775552895,-0.6791009008270069
346,-0.9011811637228555,-0.7235817145729518,-0.8442729957761647
347,-0.8019461548792586,-0.6221721837248998,-0.7583835064026027
348,-0.829511435113591,-0.6018902775552895,-0.7980248091904005
349,-0.9177203318634549,-0.6424540898945102,-0.8905211823619289
350,-0.9563117241915204,-0.6627359960641206,-0.9301624851497268
351,-0.9618247802383869,-0.5410445590464582,-0.9764106717354909
352,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
353,-1.0334945088476513,-0.7032998084033414,-1.0094450907253225
354,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
355,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
356,-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
357,-0.8681028274416566,-0.6627359960641206,-0.8244523443822658
358,-0.6089891932389314,-0.5613264652160687,-0.5469632248676808
359,-0.5318064085828005,-0.25709787267191264,-0.553570108665647
360,-0.471162792067269,-0.13540643565425026,-0.5205356896758155
361,-0.39398000741113814,-0.25709787267191264,-0.3883980137164893
362,-0.5428325206765334,-0.27737977884152304,-0.5601769924636134
363,-0.4215452876454706,-0.013714998636587874,-0.5007150382819165
364,-0.4987280723016015,-0.27737977884152304,-0.5073219220798829
365,-0.46564973602040255,-0.25709787267191264,-0.4742875030900513
366,-0.6751458658013293,-0.5004807467072374,-0.6460664818371754
367,-0.7082242020825282,-0.4396350281984062,-0.7055284360188722
368,-0.7302764262699942,-0.581608371385679,-0.6857077846249733
369,-0.8901550516291225,-0.6018902775552895,-0.8707005309680299
370,-0.928746443957188,-0.683017902233731,-0.8905211823619289
371,-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
372,-0.950798668144654,-0.7032998084033414,-0.9103418337558278
373,-0.9563117241915204,-0.7032998084033414,-0.9169487175537941
374,-1.0004161725664524,-0.7235817145729518,-0.9631969041395583
375,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
376,-1.027981452800785,-0.7032998084033414,-1.0028382069273563
377,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
378,-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
379,-0.9728508923321199,-0.6424540898945102,-0.956590020341592
380,-0.86258977139479,-0.6627359960641206,-0.8178454605842994
381,-0.7854069867386592,-0.5613264652160687,-0.7583835064026027
382,-0.7302764262699942,-0.581608371385679,-0.6857077846249733
383,-0.6916850339419287,-0.5410445590464582,-0.6526733656351417
384,-0.6034761371920648,-0.5207626528768479,-0.553570108665647
385,-0.5318064085828005,-0.4599169343680166,-0.4875012706859839
386,-0.5703978009108659,-0.480198840537627,-0.5271425734737818
387,-0.5318064085828005,-0.29766168501113344,-0.5403563410697144
388,-0.5924500250983319,-0.6018902775552895,-0.5139288058778492
389,-0.6530936416138633,-0.6424540898945102,-0.573390760059546
390,-0.537319464629667,-0.581608371385679,-0.4544668516961524
391,-0.7137372581293947,-0.683017902233731,-0.6328527142412428
392,-0.86258977139479,-0.6424540898945102,-0.8244523443822658
393,-0.895668107675989,-0.6627359960641206,-0.8574867633720973
394,-0.9728508923321199,-0.7235817145729518,-0.9301624851497268
395,-1.0224683967539183,-0.7032998084033414,-0.9962313231293899
396,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
397,-0.9232333879103215,-0.7235817145729518,-0.8707005309680299
398,-0.8901550516291225,-0.683017902233731,-0.8442729957761647
399,-0.851563659301057,-0.6627359960641206,-0.8046316929883668
400,-0.7082242020825282,-0.7235817145729518,-0.6130320628473438
401,-0.3553886150830727,-0.7032998084033414,-0.19679838357546628
402,-0.31128416670814074,-0.7032998084033414,-0.1439433131917358
403,-0.4987280723016015,-0.7032998084033414,-0.36857736232259036
404,-0.5869369690514654,-0.7235817145729518,-0.467680619292085
405,-0.8184853230198581,-0.7235817145729518,-0.74516973880667
406,-0.86258977139479,-0.7235817145729518,-0.7980248091904005
407,-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
408,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
409,-1.0059292286133188,-0.7032998084033414,-0.9764106717354909
410,-1.027981452800785,-0.7235817145729518,-0.9962313231293899
411,-1.0334945088476513,-0.7032998084033414,-1.0094450907253225
412,-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
413,-0.8681028274416566,-0.7235817145729518,-0.8046316929883668
414,-0.5483455767233999,-0.7032998084033414,-0.42803931650428717
415,0.04155142029131479,-0.7032998084033414,0.27889724987810804
416,-0.44359751183293655,-0.683017902233731,-0.30911540814089356
417,-0.7854069867386592,-0.7032998084033414,-0.7121353198168385
418,-0.7578417065043267,-0.6221721837248998,-0.7055284360188722
419,-0.6586066976607298,-0.6221721837248998,-0.5866045276554785
420,-0.6145022492857979,-0.5004807467072374,-0.573390760059546
421,-0.6310414174263973,-0.581608371385679,-0.5667838762615797
422,-0.5924500250983319,-0.6424540898945102,-0.5007150382819165
423,-0.471162792067269,-0.5207626528768479,-0.3950048975144556
424,0.04155142029131479,-0.581608371385679,0.2392559470903102
425,-0.15691859739587896,-0.6221721837248998,0.014621897959455642
426,-0.4270583436923371,-0.6424540898945102,-0.30250852434292724
427,-0.6255283613795308,-0.683017902233731,-0.5271425734737818
428,-0.7192503141762612,-0.6424540898945102,-0.6526733656351417
429,-0.7192503141762612,-0.6018902775552895,-0.6658871332310743
430,-0.8901550516291225,-0.7032998084033414,-0.8376661119781984
431,-0.9728508923321199,-0.6221721837248998,-0.9631969041395583
432,-1.0169553407070517,-0.683017902233731,-0.9962313231293899
433,-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
434,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
435,-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
436,-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
437,-0.851563659301057,-0.7235817145729518,-0.7848110415944679
438,-0.48770196020786855,-0.7032998084033414,-0.35536359472665774
439,0.32823033472837243,-0.683017902233731,0.6158483235743899
440,-0.2561536062394758,-0.6627359960641206,-0.09108824280800533
441,-0.7302764262699942,-0.7032998084033414,-0.6460664818371754
442,-0.6696328097544628,-0.6221721837248998,-0.5998182952514112
